Name,Gender,Salary,Departments,Position
박서영,male,26528,advertising,assistant
간한별,female,26814,design,assistant
인예준,male,11008,advertising,manager
변요한,male,4494,marketing,manager
명나윤,male,25525,finance,header
공다희,male,7277,marketing,assistant
선민정,male,11729,advertising,assistant
연지원,female,11656,marketing,header
신하율,female,8049,marketing,assistant
형승윤,female,25837,design,intern
윤수연,male,15103,marketing,manager
김현승,female,16577,advertising,header
설아라,male,13546,marketing,assistant
허아영,male,19570,marketing,manager
팽승원,male,19805,advertising,assistant
문가윤,female,20747,advertising,header
라도아,male,9050,marketing,manager
표유민,female,7185,marketing,intern
사고은,male,24820,IT,assistant
길순기,female,7819,advertising,assistant
음시현,male,12304,marketing,manager
권연재,male,15331,marketing,manager
용규리,female,21843,marketing,header
손주은,female,27529,advertising,intern
구이안,male,21495,marketing,header
어지민,male,17997,marketing,assistant
태지인,male,9843,IT,manager
왕혜진,male,4619,marketing,assistant
팽주아,female,22430,marketing,assistant
홍혜정,female,17001,marketing,assistant
형지혁,female,9736,design,header
진하린,male,27689,marketing,intern
박하영,female,26676,marketing,assistant
어주원,male,6826,marketing,manager
류여준,female,12949,marketing,assistant
임소정,female,4150,marketing,assistant
허준석,male,29440,advertising,assistant
반세현,male,20462,finance,manager
감가람,male,7628,marketing,manager
안혜윤,female,24375,advertising,assistant
복재훈,male,5982,advertising,assistant
가은찬,female,19844,marketing,assistant
주태은,male,25090,advertising,assistant
피은준,female,16998,marketing,assistant
견지온,female,13907,marketing,manager
정예은,female,13458,design,assistant
은건희,male,27820,advertising,assistant
한동현,female,27271,advertising,manager
곽지윤,female,26719,finance,header
변고은,male,24050,marketing,assistant
표민경,male,12958,marketing,intern
호로운,male,23798,advertising,manager
국민정,male,18453,marketing,header
방준우,female,19010,advertising,assistant
백리원,male,24652,advertising,assistant
우시은,female,18969,advertising,assistant
박동규,male,14064,marketing,manager
승예인,male,29725,marketing,intern
연현석,male,22548,marketing,manager
표서호,female,8376,marketing,assistant
왕태인,female,8414,marketing,manager
부이현,male,24731,IT,header
엄진호,male,25892,IT,manager
강민호,male,11590,finance,assistant
천유성,male,23401,design,assistant
염예린,female,14722,marketing,intern
홍태훈,male,22736,advertising,intern
임선우,male,25708,marketing,header
민은우,male,29392,marketing,manager
감수지,female,24697,advertising,manager
가지원,male,22427,advertising,header
부태건,male,4337,marketing,assistant
권동현,female,19240,marketing,assistant
제지후,male,11258,advertising,manager
공예주,female,11055,advertising,assistant
명재이,male,28933,marketing,manager
맹규민,female,10835,marketing,assistant
예연서,male,20587,marketing,assistant
곽아름,female,28439,marketing,assistant
백준,male,12897,finance,header
범예빈,male,26559,marketing,manager
배유정,female,27045,advertising,assistant
유서하,male,21408,advertising,assistant
맹연우,female,24300,finance,manager
마찬희,male,4200,design,header
성지민,female,29103,marketing,assistant
사가영,male,10491,design,assistant
우서우,female,15810,IT,manager
나민수,male,17036,design,manager
제민영,male,23518,marketing,header
범성준,female,6133,advertising,assistant
상태오,male,28772,finance,manager
진서준,female,15143,design,intern
견시호,male,3340,marketing,intern
두세은,male,11919,marketing,manager
서하온,female,9849,marketing,header
사민채,female,26092,marketing,assistant
성민수,male,17752,advertising,assistant
함주혁,male,11971,marketing,header
팽세현,male,15492,marketing,assistant
위준영,male,20258,advertising,manager
심재이,male,26123,marketing,manager
진형준,male,5064,marketing,header
손서정,female,13142,advertising,assistant
정정원,female,11753,advertising,intern
백윤슬,female,18369,marketing,manager
배영준,male,12802,marketing,manager
남재이,female,29819,marketing,assistant
한정원,female,23766,advertising,assistant
방다현,female,26017,advertising,manager
도태윤,female,15095,finance,header
갈재윤,female,22094,marketing,assistant
제지운,male,29855,marketing,assistant
추정민,male,11923,marketing,manager
범재이,male,4076,marketing,assistant
유혜진,male,13471,advertising,manager
서라온,female,16517,design,manager
라주한,male,6950,marketing,header
하보경,male,18725,marketing,manager
예하진,male,12868,advertising,intern
한단비,male,15911,marketing,manager
목주한,female,14195,advertising,assistant
기상윤,male,9976,advertising,intern
좌세빈,female,22822,marketing,manager
인정민,male,19795,marketing,header
여다은,male,19962,finance,assistant
맹태건,male,20287,IT,assistant
승유진,male,27772,marketing,assistant
이수진,female,18779,design,assistant
두동현,male,24601,advertising,assistant
모현,male,21480,marketing,header
가태민,male,10623,marketing,intern
범도은,male,20078,design,assistant
호서하,female,17744,marketing,assistant
연태은,male,5759,marketing,manager
반율,male,25575,marketing,intern
당주원,female,20192,marketing,assistant
민건희,female,24187,design,manager
문수연,male,20305,marketing,assistant
당태성,male,7189,marketing,intern
한다온,male,29069,marketing,manager
선다율,male,21636,marketing,assistant
허혜정,male,5396,marketing,assistant
한유라,female,11027,design,intern
용도하,male,21121,advertising,manager
송태이,female,12128,IT,manager
음태호,male,23146,marketing,assistant
장지유,male,24717,finance,assistant
국지인,male,29607,marketing,header
연서아,female,29624,marketing,assistant
견하율,male,21596,design,manager
형소희,male,3678,marketing,intern
범찬우,male,10369,advertising,manager
오지후,male,20686,marketing,assistant
편주혁,female,9539,marketing,assistant
전예림,male,16438,marketing,manager
사한울,male,3585,marketing,assistant
목라희,female,26634,marketing,assistant
피현,female,7435,design,header
예재이,female,15809,marketing,manager
맹은솔,male,21887,design,assistant
반민결,female,6785,marketing,manager
범윤호,female,28563,marketing,assistant
연희원,female,27101,marketing,assistant
상상민,female,5624,marketing,manager
소온유,male,4750,marketing,manager
시서아,male,25777,design,manager
예하늘,male,10044,advertising,assistant
고상우,male,19442,marketing,manager
소은솔,male,23995,design,manager
구찬영,male,12593,design,header
허지유,male,11497,marketing,assistant
백지운,female,16091,marketing,assistant
허태경,male,14301,marketing,assistant
간상민,female,6671,marketing,assistant
안소현,female,21106,marketing,manager
노다혜,male,26962,marketing,assistant
위아준,male,3005,advertising,assistant
양채희,male,21674,finance,assistant
천재현,male,24579,marketing,manager
은준우,male,5488,finance,manager
제지후,male,24721,advertising,manager
피도겸,female,26453,finance,assistant
박여원,female,4020,design,manager
갈정우,male,5790,marketing,intern
고승훈,female,7967,marketing,assistant
안동준,female,4323,marketing,manager
좌소미,male,16589,marketing,intern
진현진,male,23676,marketing,assistant
은우준,male,24636,design,manager
호태윤,male,22871,finance,assistant
권은찬,male,10287,marketing,assistant
원서우,female,10976,finance,assistant
염서영,female,27014,finance,manager
맹도연,male,12951,marketing,manager
지호진,female,21348,marketing,manager
마정훈,female,20161,marketing,assistant
허세빈,male,17740,marketing,manager
모지우,female,11005,advertising,assistant
손효원,male,19404,advertising,manager
국현진,male,28942,design,assistant
경윤진,female,23988,marketing,assistant
연서연,male,14467,design,manager
연보미,female,26461,advertising,header
제민지,male,9962,marketing,assistant
반은혁,male,26333,marketing,assistant
금서후,female,6606,advertising,manager
간도경,female,10167,design,manager
명가윤,male,17323,marketing,assistant
추하람,female,12725,IT,assistant
위윤재,male,12525,marketing,manager
복서린,male,9750,marketing,header
도새봄,female,24941,advertising,assistant
동준형,male,20868,finance,assistant
최승준,female,15963,finance,manager
팽유하,male,4714,marketing,manager
백승유,male,26674,design,assistant
형라윤,male,15203,finance,assistant
기유은,female,27094,marketing,assistant
명지온,male,17293,design,assistant
유한나,male,12288,finance,manager
라주연,male,21005,advertising,assistant
배이현,male,5335,marketing,manager
은민결,male,20815,marketing,assistant
지재민,female,27157,design,assistant
고현서,male,10795,advertising,manager
서하민,female,24080,advertising,header
하유빈,male,12433,finance,header
노태우,male,8796,advertising,intern
임성민,female,13711,marketing,intern
공유정,female,28120,marketing,assistant
승시안,female,10679,advertising,assistant
피윤지,female,9200,advertising,assistant
단유리,male,9739,marketing,manager
차수혁,male,13142,advertising,assistant
은민혁,female,18334,IT,manager
추아현,female,18541,IT,manager
목다율,male,7169,marketing,assistant
은채린,female,20542,design,assistant
모민정,male,14973,design,assistant
하서원,male,18639,marketing,assistant
양도아,male,12395,marketing,intern
국승연,female,12378,marketing,assistant
태채영,female,8937,advertising,manager
나이안,female,16461,marketing,assistant
천은서,male,25750,marketing,assistant
조지우,female,25637,finance,intern
민여준,male,16727,advertising,assistant
옥주희,male,3764,design,manager
맹가람,male,27259,marketing,assistant
노승연,female,11508,design,assistant
조하음,male,20422,marketing,manager
길예진,male,9502,marketing,manager
방규리,female,16796,marketing,manager
어현지,male,4988,finance,assistant
상윤하,male,17620,marketing,manager
여희원,female,13449,advertising,assistant
길시원,female,7877,advertising,assistant
탁이현,male,11125,marketing,intern
시하나,male,13882,marketing,assistant
곽선우,male,26802,design,manager
현지민,female,17446,advertising,assistant
육승빈,female,25829,advertising,assistant
곽재은,male,27621,IT,header
성동윤,female,11178,marketing,assistant
현상윤,male,10077,finance,assistant
권아린,female,22164,marketing,manager
선하빈,female,16426,marketing,assistant
연승우,male,28446,marketing,assistant
황승환,female,13231,marketing,assistant
제승재,female,6830,marketing,manager
기도윤,female,10640,advertising,manager
현수지,female,7960,finance,intern
음태하,female,29519,IT,assistant
한태율,male,14601,advertising,assistant
인성준,female,6762,marketing,manager
어민주,male,15746,advertising,assistant
사지완,female,23584,design,assistant
염승호,female,12630,advertising,assistant
용시훈,female,27899,finance,assistant
변승아,male,26130,IT,assistant
목세연,female,12521,marketing,assistant
석아인,female,5203,marketing,assistant
육솔,male,9126,advertising,assistant
반예인,female,12032,marketing,manager
어성준,female,22690,marketing,manager
최세영,female,17364,marketing,assistant
문준희,male,17878,marketing,manager
형수민,male,22166,IT,manager
배성원,female,9322,advertising,header
태윤우,male,29323,marketing,manager
빈윤,male,5629,marketing,manager
최은채,male,27684,advertising,header
함채영,male,4019,design,header
피민아,female,20556,design,manager
시은재,female,23239,marketing,assistant
소채이,male,8080,marketing,manager
전은별,female,3422,marketing,assistant
음현지,male,23166,marketing,assistant
김태인,male,19460,marketing,assistant
탁재이,female,27257,marketing,manager
탁승준,female,29409,advertising,assistant
장시우,female,28657,marketing,assistant
라유은,male,4880,advertising,intern
우아윤,male,19757,marketing,header
설예성,female,23091,marketing,intern
성승훈,male,15044,finance,assistant
인우찬,female,22371,marketing,assistant
당시현,female,19477,marketing,header
선지원,male,5526,finance,manager
설서진,female,14721,marketing,intern
권승주,male,11514,finance,assistant
시은율,male,11382,marketing,assistant
엄다빈,female,12094,marketing,assistant
표효원,male,3938,advertising,assistant
동지오,male,12028,advertising,manager
장건,female,21747,finance,assistant
시윤진,female,24079,advertising,assistant
도은솔,male,15719,marketing,assistant
복예담,female,10765,advertising,assistant
고채현,male,24174,marketing,assistant
나단우,male,15439,advertising,assistant
기시현,female,13044,design,assistant
강찬우,male,27346,advertising,assistant
도예지,female,20418,marketing,manager
주예주,female,17495,marketing,assistant
어세현,female,24373,advertising,assistant
가고은,male,25133,marketing,assistant
단민준,female,3148,marketing,assistant
온시온,male,20244,IT,intern
모주연,female,14083,marketing,manager
추재희,male,26125,marketing,manager
우도진,female,25346,marketing,header
예하빈,male,14853,marketing,assistant
문은비,female,28865,marketing,manager
명해인,male,25709,marketing,manager
봉민주,female,26584,marketing,assistant
형정원,male,9147,design,manager
견다연,female,16860,marketing,assistant
신해나,male,12845,marketing,assistant
민유정,female,15833,marketing,intern
배예진,male,11809,design,manager
빈동우,male,19014,marketing,assistant
팽아진,male,11196,IT,header
목성훈,male,18656,marketing,header
형이한,male,13965,design,manager
형다빈,male,26643,advertising,manager
서재희,male,13475,advertising,manager
남민호,male,23258,finance,assistant
길세아,male,18075,IT,manager
온지민,male,18727,finance,assistant
배민경,female,10204,advertising,intern
공시율,male,16480,marketing,assistant
두민호,female,18531,advertising,assistant
여현승,female,17646,marketing,assistant
승준혁,female,27197,marketing,assistant
석아연,male,26847,marketing,assistant
간유은,male,9054,marketing,assistant
편재민,female,9175,design,intern
기민재,male,29853,marketing,assistant
김윤슬,male,25423,marketing,assistant
황은수,male,17448,marketing,manager
강현준,male,22413,marketing,assistant
황주완,female,12663,marketing,assistant
심라온,male,25808,advertising,manager
용영준,male,24129,marketing,manager
김나현,female,23279,marketing,assistant
방시현,female,11874,marketing,intern
변민주,female,24926,marketing,assistant
지다인,male,14443,finance,assistant
천나경,female,4597,marketing,manager
옥유이,female,5046,advertising,manager
위지웅,female,20581,marketing,intern
전은혁,female,24407,advertising,intern
현나은,male,21181,IT,assistant
좌지호,female,12608,advertising,assistant
금나율,female,9972,marketing,intern
단아름,female,25263,marketing,assistant
여하진,female,13329,marketing,assistant
방주하,female,3837,marketing,manager
정예빈,male,22005,IT,manager
부예담,male,22524,advertising,assistant
마태윤,female,15583,marketing,intern
예혜민,male,15868,marketing,intern
신민아,female,13081,marketing,assistant
송찬,female,21485,marketing,manager
공서린,male,20763,design,assistant
형라온,female,24315,marketing,assistant
국윤아,male,18855,advertising,assistant
백준원,male,10515,marketing,manager
복소원,male,22311,finance,assistant
길서연,female,29764,marketing,assistant
인시현,female,25495,marketing,assistant
경소영,female,21262,design,manager
금하진,male,21557,design,assistant
박윤서,female,24586,marketing,manager
천재호,male,9460,design,assistant
고윤채,male,4562,marketing,manager
함시연,female,19150,IT,manager
기민솔,male,20226,finance,manager
임서준,male,23520,advertising,manager
선동윤,male,25678,marketing,manager
연주환,male,7559,marketing,assistant
도유진,male,14593,advertising,manager
빈세연,male,18816,advertising,assistant
경예슬,male,27189,marketing,manager
송재윤,male,17323,design,assistant
송가온,female,22461,marketing,intern
권리원,female,20652,marketing,manager
염승연,male,19496,marketing,intern
양라희,male,4762,finance,assistant
승유준,female,9731,marketing,assistant
권윤아,male,13110,IT,manager
좌석현,male,3309,marketing,intern
강주희,male,27852,design,manager
육윤후,male,7493,marketing,manager
형정연,male,8689,IT,header
심은성,male,19018,advertising,assistant
엄태하,male,27863,design,intern
구현,female,19393,marketing,manager
허하윤,female,8716,finance,manager
복소율,female,27894,finance,header
남준서,female,22940,marketing,intern
탁솔,female,28051,IT,header
황라희,male,25903,design,assistant
주우현,male,4346,advertising,assistant
허건우,male,7052,advertising,manager
송서린,male,20145,finance,header
방서후,female,23788,IT,assistant
고다원,male,28773,design,manager
공지성,male,18630,marketing,manager
감현진,male,10200,IT,assistant
여채원,male,3655,advertising,assistant
온재영,female,24135,marketing,manager
유한별,male,5957,IT,assistant
위재은,male,17754,marketing,assistant
간라온,male,27474,marketing,assistant
여효준,female,5603,marketing,intern
표주하,male,7288,marketing,intern
손재은,female,14778,marketing,header
추아영,male,4594,finance,assistant
유제인,female,3087,advertising,assistant
오단우,male,24315,advertising,assistant
두정민,female,27095,marketing,assistant
방은우,female,22040,advertising,assistant
구설,male,11533,advertising,assistant
권민하,male,7986,advertising,manager
채혜정,male,18550,marketing,manager
단주원,male,9776,advertising,assistant
기채원,male,29331,marketing,assistant
금서정,male,20331,IT,manager
탁이안,male,10038,advertising,assistant
왕지환,male,26471,marketing,intern
인민하,female,14095,marketing,manager
반선호,female,23674,marketing,manager
두동현,female,14202,marketing,manager
간소원,female,3384,marketing,assistant
탁민정,female,9786,marketing,assistant
용윤성,female,4756,IT,assistant
남나율,male,8707,marketing,assistant
채하진,male,11723,marketing,manager
나보민,female,13636,finance,intern
부한울,male,4781,advertising,assistant
함윤재,male,23797,marketing,manager
유승주,male,15907,marketing,manager
진예준,female,6250,IT,manager
표소율,female,20823,advertising,assistant
금찬영,male,11959,marketing,assistant
편성훈,male,14475,design,intern
승채연,male,8037,finance,manager
길정민,male,21608,marketing,assistant
조유나,female,6421,finance,assistant
갈윤진,male,15228,marketing,assistant
시예나,male,19140,finance,header
나우현,female,20451,marketing,manager
어세빈,male,18340,IT,assistant
송규빈,male,19564,marketing,manager
모주안,male,27806,advertising,manager
엄채린,female,10152,marketing,assistant
음라온,male,17955,finance,assistant
방솔,female,14157,marketing,assistant
전소은,male,16888,design,assistant
나도훈,female,6748,marketing,header
남하윤,female,17732,marketing,assistant
복호준,male,27440,marketing,assistant
용윤,male,21233,marketing,intern
문은호,male,3685,advertising,assistant
연서아,male,27194,design,assistant
원현민,female,26252,marketing,assistant
갈소은,male,16084,design,manager
호세현,male,8158,marketing,manager
심나율,female,29885,finance,assistant
라지후,female,19522,marketing,assistant
안리나,female,9701,advertising,assistant
국보경,female,18696,marketing,assistant
문수연,male,9629,IT,assistant
원다온,male,16348,marketing,assistant
주주안,male,21274,marketing,assistant
모주호,male,21555,design,manager
좌소영,female,18199,marketing,assistant
함영민,female,24990,marketing,assistant
배재이,male,22817,design,header
라연아,male,16697,finance,header
기승윤,male,20728,marketing,assistant
권소희,male,8481,marketing,assistant
호선호,female,27382,marketing,assistant
편한울,male,26430,marketing,assistant
송예준,male,26753,marketing,intern
윤주은,female,15906,marketing,intern
한지용,female,22391,marketing,manager
예진서,female,12283,advertising,assistant
은서하,male,29064,advertising,intern
좌재하,female,7381,marketing,assistant
조지우,male,12732,marketing,assistant
감은우,male,3238,marketing,assistant
범고은,female,28151,marketing,assistant
유민서,female,12320,marketing,assistant
연지유,female,28990,marketing,assistant
태주아,male,6866,marketing,header
범민호,male,10337,design,manager
왕가람,male,3722,finance,assistant
간도영,male,16565,advertising,assistant
소재준,male,28499,marketing,assistant
간재준,male,22467,marketing,assistant
진승호,male,3534,design,assistant
정연서,male,11911,marketing,assistant
문하늘,male,4087,IT,manager
이재영,male,19729,design,assistant
홍예성,male,15553,finance,manager
형여준,female,23833,advertising,assistant
차유림,female,13754,design,assistant
예윤,male,13260,marketing,manager
우혜민,male,25337,marketing,assistant
경리나,female,24763,marketing,assistant
기은지,female,4375,marketing,manager
맹윤후,male,10250,design,manager
문재현,female,20593,marketing,assistant
손재준,male,15882,finance,assistant
육순기,male,20917,finance,intern
인세빈,female,14474,advertising,manager
하민아,female,24218,design,manager
송승주,male,14297,advertising,assistant
임예진,female,19598,marketing,assistant
호정현,male,18652,marketing,header
방시연,male,12197,design,assistant
가정원,female,21589,IT,assistant
맹건,male,25684,marketing,header
형효준,male,27906,marketing,assistant
배찬우,male,19243,advertising,manager
태온유,female,23990,marketing,header
가효주,male,26042,marketing,assistant
범가연,female,8653,design,assistant
라시윤,male,19116,marketing,assistant
우시현,male,27668,marketing,assistant
한해준,male,3028,advertising,manager
서이서,male,22706,marketing,assistant
봉지완,female,9447,advertising,assistant
황건호,male,16719,IT,header
위은수,male,29808,advertising,assistant
연은찬,male,13585,advertising,manager
권이현,male,7387,finance,assistant
음현우,male,7144,marketing,intern
이동건,male,26506,advertising,assistant
은현,female,5035,advertising,assistant
승나현,male,21560,marketing,assistant
단시환,male,20794,marketing,intern
시수민,male,19040,marketing,assistant
선정윤,female,15054,finance,header
온서우,male,22743,IT,header
어로아,male,23837,finance,assistant
시다연,male,11360,marketing,assistant
전은우,female,10921,marketing,assistant
사신우,female,21869,marketing,assistant
라재영,male,13578,advertising,manager
류아진,male,21515,advertising,assistant
윤연재,male,10408,advertising,assistant
신유이,female,21890,advertising,assistant
당은별,female,19970,marketing,assistant
길주하,male,3881,marketing,assistant
모성민,male,19623,marketing,assistant
전효원,female,27448,marketing,assistant
장호준,male,18713,finance,manager
위도연,male,6594,design,assistant
동은유,female,8643,marketing,manager
견이서,male,5799,finance,manager
지정빈,female,10291,marketing,header
한유빈,female,26499,marketing,manager
국소민,male,29001,marketing,manager
빈정우,female,22524,finance,assistant
용예림,male,11840,advertising,assistant
설태이,male,29350,marketing,assistant
유주한,male,16214,marketing,assistant
승예린,female,25946,finance,manager
현유진,female,17612,IT,manager
신예슬,female,16801,IT,manager
지이안,male,23436,advertising,manager
명유민,male,29899,finance,assistant
곽가연,male,24159,marketing,header
신은율,male,24922,marketing,manager
채민찬,male,18422,marketing,header
노민주,male,24047,marketing,assistant
안주완,female,8547,marketing,assistant
원은호,male,15669,advertising,assistant
황서영,male,18830,design,assistant
좌영민,male,17618,advertising,manager
범라윤,male,8419,marketing,header
류서율,female,19648,finance,assistant
두상윤,female,20063,marketing,assistant
호지환,male,24579,marketing,assistant
태유민,female,18624,marketing,assistant
양아현,female,21399,IT,assistant
명재훈,male,22477,advertising,header
선지우,female,16584,advertising,manager
용도준,male,18448,marketing,assistant
갈다현,male,8265,IT,manager
황지온,female,26057,marketing,header
길채원,male,11965,marketing,manager
김지인,female,17742,marketing,assistant
사수정,female,23223,design,assistant
마지후,male,14897,marketing,assistant
천나연,male,13895,IT,header
박동윤,male,6847,advertising,header
왕선우,male,3661,marketing,assistant
홍서현,female,13431,marketing,assistant
동예원,female,3483,IT,assistant
조은수,male,16415,marketing,manager
어리나,male,15650,finance,assistant
류은율,female,20494,marketing,assistant
상정은,male,24606,IT,header
팽현승,male,15717,marketing,assistant
선유찬,female,16735,IT,assistant
천지후,male,13278,marketing,assistant
류서원,male,9529,marketing,assistant
하하린,male,3683,marketing,manager
복하나,male,6701,advertising,assistant
좌서준,male,17276,advertising,manager
라승유,male,3453,finance,assistant
류여진,male,13592,marketing,assistant
감민정,male,27905,marketing,manager
손이나,female,5602,marketing,assistant
복하연,female,29830,marketing,assistant
부태이,male,14030,advertising,assistant
정유리,male,22005,marketing,assistant
태단비,female,11602,advertising,manager
목시윤,male,18922,marketing,assistant
팽나경,male,23294,finance,intern
탁민솔,female,18009,marketing,intern
배태이,male,20538,marketing,assistant
육윤재,male,3713,marketing,assistant
좌예원,male,14678,advertising,intern
마진혁,female,15998,advertising,header
성도현,male,7403,advertising,manager
원재혁,female,20178,marketing,assistant
장가람,male,6070,marketing,header
단지연,female,3937,marketing,header
위태오,male,17953,marketing,assistant
좌태이,female,6808,design,manager
장민경,female,7580,marketing,manager
모서율,male,28887,IT,assistant
나민우,female,27372,design,assistant
배민석,female,5395,advertising,assistant
편예주,male,14955,advertising,manager
복연우,male,26698,finance,header
함주하,female,11388,IT,intern
금준,female,8900,marketing,assistant
현서원,male,17134,marketing,assistant
송승원,male,9339,marketing,assistant
홍나율,male,4293,marketing,assistant
라성빈,male,6576,marketing,assistant
견채아,male,27513,marketing,header
서현서,female,23673,marketing,assistant
가원우,female,12154,marketing,assistant
홍채영,female,29698,marketing,assistant
시도윤,female,12326,advertising,manager
마예지,female,25370,marketing,assistant
길예성,male,13102,design,manager
지지원,male,15052,IT,assistant
당아현,female,10883,marketing,assistant
나도준,male,16612,marketing,intern
임세아,female,19864,marketing,manager
표주은,female,13572,IT,intern
예유라,male,26350,marketing,assistant
당민재,male,26005,finance,intern
방태환,male,24628,marketing,manager
라주원,male,4958,marketing,manager
도시연,male,27089,design,assistant
부정우,female,16986,advertising,assistant
팽성원,female,8059,marketing,assistant
시정원,female,23659,marketing,assistant
부아라,male,10772,IT,manager
이주은,male,7689,IT,manager
경유건,male,27345,IT,assistant
배동윤,female,14495,IT,assistant
왕이안,male,10743,advertising,manager
피가윤,male,5396,IT,manager
양호진,female,9419,IT,assistant
용유경,female,20751,marketing,header
류정은,male,29926,advertising,manager
연재윤,female,9593,finance,assistant
손준희,male,21675,marketing,assistant
김윤서,male,12788,marketing,assistant
복현서,male,23148,finance,header
구하람,male,28220,advertising,assistant
이수진,female,17079,IT,assistant
편은준,female,10553,marketing,manager
고채율,female,4169,advertising,manager
박혜윤,female,17059,design,assistant
구윤우,male,19008,advertising,assistant
곽태율,male,26873,marketing,assistant
갈민우,male,26316,marketing,assistant
탁해준,male,27801,design,assistant
박은재,female,14561,design,assistant
염준성,male,4900,IT,assistant
심하늘,female,24382,marketing,manager
승윤후,male,28793,marketing,intern
현아연,female,9206,advertising,assistant
여수현,male,25682,advertising,manager
맹승찬,male,21543,marketing,manager
동정현,male,24270,finance,header
남로아,male,5388,marketing,intern
옥수지,female,9506,marketing,header
염이서,female,9285,marketing,assistant
한세희,male,21185,IT,manager
노연아,male,29211,finance,assistant
형재인,male,15167,marketing,assistant
소우성,female,3130,advertising,manager
부가인,male,20112,marketing,assistant
한윤건,female,10451,marketing,manager
연은성,male,8251,marketing,assistant
손채영,male,19193,finance,assistant
온현,male,22404,marketing,manager
윤태양,male,4500,advertising,assistant
선주혁,male,11018,marketing,assistant
채혜정,male,27426,marketing,assistant
조은수,male,29979,marketing,intern
원유건,male,21630,marketing,manager
편여준,female,25503,marketing,assistant
강이한,female,16353,marketing,assistant
기가온,male,14434,advertising,assistant
엄도현,male,24401,marketing,assistant
권호진,male,20689,marketing,intern
신지훈,female,8411,marketing,manager
좌시온,female,26271,marketing,assistant
승승재,female,27556,marketing,manager
원서진,male,11245,marketing,manager
염주원,male,15333,marketing,assistant
이태호,female,14557,marketing,assistant
간지우,female,18117,IT,assistant
오도은,male,13157,marketing,intern
상승현,female,23406,advertising,assistant
민도진,male,20101,marketing,assistant
류이든,male,15723,finance,assistant
심리원,male,29861,marketing,assistant
변예성,male,23400,marketing,assistant
제시호,female,8535,marketing,assistant
노민주,male,22814,marketing,assistant
곽선율,female,25973,design,manager
민수현,male,17259,finance,manager
갈세은,female,20093,finance,intern
신지완,female,7398,marketing,assistant
형준희,female,8364,marketing,manager
위사랑,male,7481,advertising,header
안세빈,male,17286,marketing,manager
편준호,male,28312,marketing,header
시승연,female,8236,marketing,assistant
온태건,male,21027,finance,assistant
복우현,male,16288,marketing,assistant
전유리,male,25681,advertising,assistant
현서후,male,8418,marketing,assistant
가석현,male,27248,advertising,manager
가건,male,8708,marketing,assistant
석유주,male,11394,advertising,assistant
함민아,female,27372,marketing,assistant
음정빈,male,14138,finance,header
승채희,female,25381,marketing,assistant
옥나은,male,25027,marketing,assistant
나다빈,female,27577,marketing,assistant
방도진,male,8040,marketing,assistant
추석현,female,11795,finance,manager
부수호,female,8514,marketing,manager
황준서,female,11406,IT,header
용가온,male,22914,design,manager
주상현,male,4329,advertising,assistant
방혜진,female,6776,advertising,header
고원준,female,21175,IT,intern
현은수,male,10380,marketing,manager
길희찬,male,13016,marketing,assistant
곽시환,female,7430,finance,assistant
변수아,male,14695,marketing,assistant
구유리,male,7113,design,manager
성단우,female,10294,marketing,assistant
천선우,female,6094,marketing,manager
예하윤,male,26941,finance,assistant
지승훈,female,16763,design,intern
임채린,female,4839,marketing,assistant
전지혁,male,29011,marketing,assistant
여은수,male,18166,marketing,manager
범재이,male,18196,marketing,assistant
부지율,male,8715,advertising,assistant
팽시윤,male,8068,advertising,assistant
여형준,male,15697,marketing,intern
이도경,male,24085,advertising,manager
감효린,male,12917,marketing,assistant
국지안,male,11680,marketing,manager
유윤건,male,28670,marketing,assistant
나도은,male,4421,IT,manager
금재현,female,24192,marketing,manager
은시후,female,8629,finance,intern
함세훈,female,25481,IT,assistant
허율,male,19304,marketing,intern
최윤서,male,25022,advertising,manager
문채윤,female,24629,advertising,assistant
위시온,male,12333,design,manager
양도연,female,15555,IT,assistant
백은율,female,25989,advertising,intern
추가현,female,14667,marketing,intern
이범준,male,11660,marketing,manager
강현우,male,10561,advertising,manager
좌영민,male,12011,marketing,header
태은채,female,11565,design,assistant
오성윤,female,17937,design,assistant
김지후,male,9322,marketing,intern
임종현,male,28240,marketing,assistant
현소희,female,3182,advertising,assistant
지희찬,female,8914,finance,manager
신민서,female,6863,marketing,assistant
은재희,male,20148,design,header
양준형,male,10003,marketing,assistant
경아현,male,17968,marketing,assistant
박지웅,male,16740,design,manager
상윤우,male,20576,finance,manager
채윤찬,male,14017,design,manager
배태은,male,4413,advertising,manager
이호준,male,20561,marketing,assistant
최주현,female,25334,finance,manager
염도경,male,8014,marketing,manager
경서연,male,22965,advertising,assistant
서시우,female,27471,IT,assistant
선서진,male,23996,marketing,assistant
송윤지,female,27872,marketing,header
한진우,male,21965,advertising,assistant
최채은,male,17266,marketing,manager
황승후,female,6607,design,assistant
당은성,female,12972,IT,assistant
손라엘,male,15381,marketing,header
견하온,male,28056,advertising,manager
하율,male,7746,marketing,assistant
이재우,female,3154,finance,assistant
함유진,male,20335,finance,intern
석시현,female,28311,advertising,assistant
장시호,female,17616,finance,intern
진연수,female,13636,marketing,assistant
라준호,male,5837,advertising,assistant
봉민찬,male,14465,marketing,assistant
시사랑,male,13763,finance,manager
홍시현,male,24701,advertising,assistant
